returnModelSpace	从族编辑器返回
DtlRC_MpcSetBeamSteelFlr	设梁钢筋层
DtlRC_MpcSetColSteelFlr	设柱钢筋层
DtlRC_MpcSetWallSteelFlr	设墙钢筋层
DTLRC_MpcRegenReinPlan	重新选筋归并绘制当前层施工图
DTLRC_MpcDrawNewPlan	重新绘制当前层施工图
DTLRC_MpcOpenOldPlan	打开已经绘制的当前层施工图
DtlRC_MpcPlanRegenInteractive	根据用户输入绘制的新的平法施工图
DtlRC_MpcPlanOpenInteractive	打开用户指定的平法施工图
DtlRC_MpcPlanRegenPart	生成局部平法施工图
DtlRC_MpcSwitchPlan	平面整体图
DtlRC_MpcSwitchTT	套筒布置图
DtlRC_MpcSwitch2dBar	二维碰撞
DtlRC_MpcSwitchCalcResult	抗剪计算结果
DtlRC_MpcOpenPcBeamDtl	预制梁详图
DtlRC_MpcOpenPcColDtl	预制柱详图
DtlRC_MpcOpenPcWallDtl	预制墙详图
DtlRC_MpcSwitchYZ	预制构件布置图
DtlRC_MpcBatchPlot	批量形成施工图
DtlRC_DrawFlrHeiTableBcw	层高表
DtlRC_MpcPcComSearch	查找预制构件
DtlRC_MpcPcRegenPcRein	预制构件更新
DTLRC_MpcAssignBeam	指定预制梁
DTLRC_MpcAssignCol	指定预制柱
DTLRC_MpcAssignWall	指定预制墙
dtlPcG_MAssignPcBeam	指定预制梁
dtlPcG_MAssignPcCol	指定预制柱
dtlPcG_MAssignPcWall	指定预制墙
dtlPcG_MAssignPcFillWall	指定预制填充墙
dtlPcG_MCancelPcFillWall	删除预制填充墙
dtlPcG_MAssginPcTC	添加预制凸窗子构件
dtlPcG_MCancelPcTC	删除预制凸窗子构件
dtlPcG_MAssginPcTCQ	添加预制填充墙子构件
dtlPcG_MCancelPcTCQ	删除预制填充墙子构件
dtlPcG_MpcRenamePcBeam	修改预制梁名称
dtlPcG_MpcRenamePcCol	修改预制柱名称
dtlPcG_MpcRenamePcWall	修改预制墙名称
dtlPcG_MpcCancelPcBeam	删除预制梁
dtlPcG_MpcCancelCol	删除预制柱
dtlPcG_MpcCancelWall	删除预制墙
dtlPcG_MpcRatioCalc	预制率统计
dtlPcG_MpcRepair	模型修复(不加载数据)
dtlPcG_PcUpdate	预制构件信息更新
dtlPcG_MpcUpdateRein	从施工图读入配筋信息
dtlPcG_MpcReadStdFlr	从标准层读入预制梁柱墙
dtlPcG_MpcUpdatePcSlab	重读叠合板数据
dtlPcG_MpcUpdatePcStair	重读预制楼梯数据
dtlPcG_PcUpdate_FC	采用建模模块的最新预制构件定义
dtlPcG_PcUpdate_Rein	采用最新的配筋结果(仅限预制墙)
dtlPcG_PcUpdate_StairTruss	载入最新的预制楼梯和叠合板信息
dtlPcG_MpcOpenPcDataAndGraph	打开
dtlPcG_MpcReadDataAndDrawEverything	打开并重绘
dtlPcG_MpcNewOneFloor	自动创建全楼模型
dtlPcG_MpcNewAllFloor	自动创建全楼模型
dtlPcG_MpcOpen3d	显示本层
dtlPcG_MpcOpen3dAllFloor	显示全楼
dtlPcG_MpcSwitchViewM	视图切换
dtlPcG_MpcSwitchViewM_AllFlr	视图切换
dtlPcG_MpcSwitchViewPlan	视图切换
dtlPcG_MpcSwitchViewDtl	视图切换
dtlPcG_MpcBackTo3dView	返回三维
dtlPcG_MpcScreen	分屏
dtlPcG_MpcOpen2d	切换二维
dtlPcG_MpcPnanel	控制面板
dtlPcG_MpcModelDisplayPnanel	模型显示控制面板
dtlPcG_MpcModelJingduClass	模型精度级别
dtlPcG_MpcStairJingduClass	楼梯精度级别
dtlPcG_MpcEditWall	预制墙长度
dtlPcG_MpcSplitWall	预制墙截面拆分
dtlPcG_MpcWallMerge	预制墙合并
dtlPcG_MpcExtendWall	预制墙扩张
dtlPcG_MpcWeldPcBeam	预制梁合并
dtlPcG_MpcSplitPcBeam	预制梁拆分
dtlPcG_MpcEditBeamSG	预制梁抗剪键槽
dtlPcG_MpcEditDistrict	预制构件区域划分
dtlPcG_MpcKTBMerge	预制空调板合并
dtlPcG_MpcSplitKTB	预制空调板拆分
DtlPcG_MpcReadDesignResult	读上部计算结果
DtlPcG_MpcPcBeamShear	预制梁段抗剪验算
DtlPcG_MpcPcColShear	预制柱底抗剪验算
DtlPcG_MpcPcWallShear	预制墙底抗剪验算
DtlPcG_MpcPcBeamHoist	预制梁吊装验算
DtlPcG_MpcPcColHoist	预制柱吊装验算
DtlPcG_MpcPcWallHoist	预制墙吊装验算
DtlPcG_MpcPcWallZC	预制墙支撑验算
dtlPcG_MpcSwitchPlan	平面标注图
dtlPcG_MpcSwitchTT	套筒布置图
dtlPcG_MpcSwitch2dBar	二维碰撞
dtlPcG_MpcShearResult	抗剪计算结果
dtlPcG_MpcSwitchYZ	预制构件布置图
dtlPcG_PcBeamDtlSwitch	预制梁详图
dtlPcG_PcColDtlSwitch	预制柱详图
dtlPcG_PcWallDtlSwitch	预制墙详图
dtlPcG_MpcPcBeamElev2d	预制梁详图
dtlPcG_MpcPcColElev2d	预制柱详图
dtlPcG_MpcPcWallElev2d	预制墙详图
dtlPcG_MpcMorePcWallElev2d	预制墙详图批量出图
dtlPcG_MpcPcWallWGElev2d	预制墙外叶墙详图
dtlPcG_MpcBalcony2d	预制阳台详图
dtlPcG_MpcBalcony2dPara	预制阳台交互绘制
dtlPcG_MpcPcBay2d	凸窗预制外墙详图
dtlPcG_MpcTrussSlabDetail	叠合板详图
dtlPcG_MpcDrawTC2d	自动生成预制凸窗详图
dtlPcG_MpcDrawPcACBoard	预制空调板详图
dtlPcG_MpcDrawPcACBoardPara	预制空调板交互绘制
dtlPcG_MpcWall3dEdit	预制墙交互绘制
dtlPcG_LibPcWall2d	由预制墙构件库导入
dtlPcG_OnePcCol2d	预制柱交互绘制
dtlPcG_LibPcCol2d	由预制柱构件库导入
dtlPcG_PcFillWall	预制填充墙详图
dtlPcG_PcOutHangPlate	预制外墙板详图
dtlPcG_FillWallPara	预制填充墙参数
dtlPcG_OutHangPlatePara	预制外墙板参数
dtlPcG_MhsSpq	双皮墙详图
dtlPcG_MpcRegenPcBReins	重选预制梁钢筋
dtlPcG_MpcRegenPcCReins	重选预制柱钢筋
dtlPcG_MpcRegenPcWReins	重选预制墙钢筋
dtlPcG_MpcRegenAllReins	全部重选
dtlPcG_MpcPcBeamTable	梁预制率
dtlPcG_MpcPcColTable	柱预制率
dtlPcG_MpcPcWallTable	墙预制率
dtlPcG_MpcPcRatioExcel	全楼梁柱墙装配率、预制率
dtlPcG_MpcAssembleRate	各地装配率计算
dtlPcG_MpcPcMembCADPDF	按构件导出
dtlPcG_PCBeamDetailedList	本层预制梁清单统计
dtlPcG_PcColExcel	本层预制柱清单统计
dtlPcG_MpcPcWallExcel	本层预制墙清单统计
dtlPcG_MpcPcKTBExcel	本层预制空调板清单统计
dtlPcG_MpcAutoStatPcBeamList	全楼预制梁清单统计
dtlPcG_MpcCtCtConstructF	本层施工顺序
dtlPcG_MpcCollisn	钢筋碰撞检测
dtlPcG_MpcWallBianH	预制墙编号
dtlPcG_MpcKTBianH	预制空调板编号
dtlPcG_MpcYTBianH	预制阳台编号
dtlPcG_MpcLTBianH	预制楼梯编号
dtlPcG_MpcColBianH	预制柱编号
dtlPcG_MpcBeamBianH	预制梁编号
dtlPcG_MpcBianH	编号规则
dtlPcG_MpcLookOverFujians	查看附件
dtlPcG_MpcRebarModify	预制梁底筋避让
dtlPcG_MpcBatchEDitPcWall	预制墙批量编辑
dtlPcG_MpcBatchEDitPcStair	预楼楼梯批量编辑
dtlPcG_MpcBatchEDitPcBalcony	预楼阳台批量编辑
dtlPcG_MpcBatchEDitPcKTBoard	预制空调板批量编辑
dtlPcG_MpcBatchEDitPcCol	预制柱批量编辑
dtlPcG_MpcBatchEDitPcBeam	预制梁批量编辑
dtlPcG_MpcColAssembleDir	预制柱安装方向
dtlPcG_MpcBeamAssembleDir	预制梁安装方向
dtlPcG_MpcWallAssembleDir	预制墙安装方向
dtlPcG_MpcPreCastDetailCopy	拾取布置
dtlPcG_MpcFrameCounterSign	图签设置
dtlPcG_MpcReadFrmJdModule	导入附件（从YJK机电软件）
dtlPcG_MpcReadMJLib	导入附件（从附件库）
dtlPcG_MpcMJLibMgr	附件库管理器
dtlPcG_MpcGeneral_Delete	删除
dtlPcG_DrawParaMpc	绘图
dtlPcG_DtlDrawTempl	详图模板
dtlPcG_PrecastParaMpc	预制构件
dtlPcG_MpcCopyFlr	楼层复制
dtlPcG_MpcRedraw3dHjd	预制构件
DTLRC_MpcAssignTC	指定凸窗
DTLRC_MpcAssignlHangWall	指定外挂板
DTLRC_MpcCopyFlr	楼层复制
DTLRC_MpcUpdatePc	从建模读
DTLRC_MpcCancelBeam	取消指定预制梁
DTLRC_MpcCancelCol	取消指定预制柱
DTLRC_MpcCancelWall	取消指定预制墙
DTLRC_MpcCancelYT	取消指定预制阳台
DTLRC_MpcCancelTC	取消指定预制凸窗
DTLRC_MpcCancelGB	取消指定预制挂板
DTLRC_MpcEditBeam	编辑预制梁截面尺寸及位置
DTLRC_MpcEditBeamSG	编辑预制梁端抗剪键槽
DTLRC_MpcDistrict	构件所属区域划分
DTLRC_MpcEditCol	编辑预制柱截面尺寸及位置
DTLRC_MpcEditWall	编辑预制墙截面尺寸及位置
DTLRC_MpcEditCXQ	预制墙多参修改
DTLRC_MpcWallMerge	预制墙合并
DTLRC_MpcSplitWall	预制墙截面拆分
DTLRC_MpcExtendWall	预制墙截面扩张
DTLRC_MpcWall3dEdit	预制墙交互绘制
DTLRC_MpcWeldPcBeam	预制梁合并
DTLRC_MpcSplitPcBeam	预制梁拆分
DTLRC_MpcRenamePcBeam	修改预制梁名称
DTLRC_MpcRenamePcCol	修改预制柱名称
DTLRC_MpcRenamePcWall	修改预制墙名称
DtlRC_MpcComSearch	查找普通砼构件
DTLRC_MpcRenameCntBeam	修改连续梁名称
DTLRC_MpcRenameColSpan	修改连续柱名称
DTLRC_MpcRenameEdgeMember	修改边缘构件名称
DTLRC_MpcRenameWallBeam	修改墙梁名称
DTLRC_MpcRenameWallBody	修改墙身名称
DtlRC_MpcShowCbSupport	支座查看
DtlRC_MpcModifyCbSupport	支座修改
DtlRC_MpcSplitCB	连续梁拆分
DtlRC_MpcWeldCB	连续梁合并
DtlRC_MpcAssignJZL	井字梁指定
DtlRC_MpcCancelJZL	井字梁取消
DtlRC_MpcRegenCbReins	重选连续梁钢筋
DtlRC_MpcRegenColReins	重选柱钢筋
DtlRC_MpcRegenEmReins	重选边缘构件钢筋
DtlRC_MpcRegenWbReins	重选墙梁钢筋
DtlRC_MpcRegenBdReins	重选墙身钢筋
DtlRC_MpcRegenPcBReins	重选预制梁钢筋
DtlRC_MpcRegenPcCReins	重选预制柱钢筋
DtlRC_MpcRegenPcWReins	重选预制墙钢筋
DtlRC_MpcRegenAllReins	为全部构件重选钢筋
DtlRC_MpcModifyBeamMass	修改梁集中标注
DtlRC_MpcModifyBeamInplace	修改梁原位标注
DtlRC_MpcModifyBeamExtraBar	附加箍筋和吊筋
DtlRC_MpcRegenBeamReinBatch	自定义参数重选钢筋
DtlRC_MpcModifyBeamTable	表式修改梁筋
DtlRC_MpcBeamSpanCopy	单跨钢筋拷贝
DtlRC_MpcCntBeamCopy	连续梁钢筋拷贝
DtlRC_MpcModifyBeamBatch	成批修改原位标注
DtlRC_MpcModifyColLabel	修改柱钢筋标注
DtlRC_MpcModifyColTable	表式改筋
DtlRC_MpcCopyCntColReins	在两根连续柱之间进行钢筋拷贝操作
DtlRC_MpcCopyColCurFlr	在本层的柱跨之间进行钢筋拷贝操作
DtlRC_MpcCopyColInFlrs	在不同楼层间进行钢筋拷贝操作
DtlRC_MpcModifyEdgeMemberLabel	修改边缘构件钢筋
DtlRC_MpcModifyWallBeamLabel	修改墙梁钢筋
DtlRC_MpcModifyWallBodyLabel	修改墙身分布筋
DtlRC_MpcModifyWCDim	编辑墙肢尺寸
DtlRC_MpcLabelSwitchDlg	显示标注开关对话框，详细定义需要显示或隐藏的标注
DtlRC_MpcLabelShowBeamOnly	平面图上只显示与梁相关的标注
DtlRC_MpcLabelShowColOnly	平面图上只显示与柱相关的标注
DtlRC_MpcLabelShowWallOnly	平面图上只显示与墙相关的标注
DtlRC_MpcLabelShowPcOnly	平面图上只显示与预制构件相关的标注
DtlRC_MpcLabelSwitchBeam	切换梁标注的显隐状态
DTLRC_MpcLabelSwitchCol	切换柱标注的显隐状态
DtlRC_MpcLabelSwitchWall	切换墙标注的显隐状态
DtlRC_MpcLabelSwitchPc	切换预制构件标注的显隐状态
DtlRC_MpcLabelMove	选择平法标注并移动
DtlRC_MpcLabelSwap	单击简略模式的平法标注切换成详细标注
DtlRC_MpcLabelAvoid	自动移动标注以避免标注重叠
DtlRC_MpcRcCntBeamTable	绘制梁表
DtlRC_MpcColListTable	按G101图集规定的列表注写画法绘制当前层柱表
DtlRC_MpcColDetailTable	绘制带有截面详图的当前层柱表
DtlRC_MpcEdgeMemberTable	绘制当前层边缘构件表
DtlRC_MpcWallBeamTable	绘制当前层墙梁表
DtlRC_MpcWallBodyTable	绘制当前层墙梁表
DtlRC_MpcPcBeamTable	绘制当前层预制梁表
DtlRC_MpcPcColTable	绘制当前层预制柱表
DtlRC_MpcPcWallTable	绘制当前层预制墙表
DtlRC_MpcPcRatioExcel	输出全楼梁柱墙装配率、预制率统计表格
DtlRC_MpcOutputGraph	按构件导出为CAD和PDF
DtlRC_MpcStatFloorPcBeamSteel	输出预制梁清单统计表格
DtlRC_MpcAutoStatPcBeamList	输出全楼预制梁清单统计表格
DtlRC_MpcPcColExcel	输出预制柱清单统计表格
DtlRC_MpcPcWallExcel	输出预制墙统计表格
DtlRC_MpcPcKTBExcel	输出预制空调板统计表格
DtlRC_MpcPcAllExcel	输出全楼预制构件数量统计表格
DtlRC_MpcDrawBeamSect	按照G101图集的画法增加梁的截面注写
DtlRC_MpcCntBeamElev2d	绘制含有立面剖面及钢筋表的连续梁二维详图
DtlRC_MpcCntColElev2d	绘制含有立面剖面及钢筋表的连续柱二维详图
DtlRC_MpcSingleFrameElev2d	绘制含有立面剖面及钢筋表的单榀框架二维详图
DtlRC_MpcDrawFrameSectDetail2d	指定剖切线位置绘制墙板剖切面详图
DtlRC_MpcDrawSlabSectDetail2d	指定剖切线位置绘制顶板剖切面详图
DtlRC_MpcPcBeamElev2d	绘制含有立面剖面及钢筋表的预制梁二维详图
DtlRC_MpcPcColElev2d	绘制含有立面剖面及钢筋表的预制柱二维详图
DtlRC_MpcPcWallElev2d	绘制含有立面剖面及钢筋表的预制墙二维详图
DtlRC_MpcPcWallBatch2d	绘制本层所有含有立面剖面及钢筋表的预制墙二维详图
DtlRC_PcFillWall	预制填充墙二维详图
DtlRC_PcOutHangPlate	预制外挂墙二维详图
DtlRC_OutHangPlatePara	预制外墙板参数列表
DtlRC_FillWallPara	预制填充墙参数列表
DtlRC_MhsSpq	双皮墙二维详图
DtlRC_MpcPWWG</Command>
        <HelpRef>装配式施工图帮助\预制构件施工图帮助\预制构件施工图功能帮助\14_4二维详图_预制墙外叶墙详图</HelpRef>
        <RcImage Name="RCDATA_868" />
      </MenuMacro>
      <MenuMacro UID="ID_Detail_MpcBalcony2d">
        <Command>DtlRC_MpcBalcony2d	绘制预制阳台的立面剖面二维详图
DtlRC_MpcBalcony2dPara	参数绘制预制阳台的立面剖面二维详图
DtlRC_MpcBay2d	绘制带飘窗预制外墙的立面剖面二维详图
DtlRC_MpcDrawTC2d	由三维信息自动形成预制凸窗详图
DtlRC_MpcDrawPcACBoard	预制空调板详图
DtlRC_MpcDrawPcACBoardPara	预制空调板交互绘制
DtlRC_MpcOnePcWall2d	预制墙交互绘制
DtlRC_MpcLibPcWall2d	由预制墙构件库导入
DtlRC_MpcOnePcCol2d	预制柱交互绘制
DtlRC_MpcLibPcCol2d	由预制柱构件库导入
DtlRC_MpcInsertDrawingBlock	插入图块
DtlRC_MpcDraw3dBySel	绘制所选择构件的三维钢筋详图
DtlRC_MpcDrawBim3dF	绘制本层三维图
DtlRC_MpcDrawBim3dA	绘制全楼三维图
DtlRC_MpcCtConstuctF	本层施工顺序动画
DtlRC_RebarModify	预制梁钢筋避让
DtlRC_MpcDraw3dNode	绘制构件节点处的三维钢筋详图
DtlRC_MpcDraw3dFloor	绘制构本层全部构件的三维钢筋详图
DtlRC_MpcCalcInfoBeam	梁钢筋面积及计算信息显示
DtlRC_MpcCalcInfoCol	柱配筋面积计算信息显示
DtlRC_MpcCalcInfoWall	墙配筋面积及计算信息显示
DtlRC_MpcBeamCrack	梁裂缝
DtlRC_MpcBeamDeflection	梁挠度
DtlRC_MpcBeamSR	梁内力抗力比
DtlRC_MpcBasementFirst1dot1	地下室顶板作为上部结构的嵌固部位时，考虑地下一层柱截面每侧纵向钢筋不应小于地上一层柱对应纵向钢筋的1.1倍
DtlRC_MpcColSPY	柱双偏压验算
DtlRC_MpcWallCrack	墙身裂缝
DtlRC_MpcStrongColumnWeakBeam	强柱弱梁验算
DtlRC_MpcSCWBGragh	强柱弱梁验算比例简图
DtlRC_MpcBeamSSWB	梁强剪弱弯验算
DtlRC_MpcColumnSSWB	柱强剪弱弯验算
DtlRC_MpcSSWBGragh	梁柱强剪弱弯验算比例简图
DtlRC_MpcSlabSteelBarRatioGragh	相关范围楼板等效钢筋面积与梁板钢筋总面积的比例
DtlRC_MpcPcBeamShear	预制梁段抗剪验算
DtlRC_MpcPcColShear	预制柱底抗剪验算
DtlRC_MpcPcWallShear	预制墙底抗剪验算
DtlRC_MpcPcWallHoist	预制墙吊装验算
DtlRC_MpcPcWallZC	预制墙支撑验算
DtlRC_MpcPcColHoist	预制柱吊装验算
DtlRC_MpcPcBeamHoist	预制梁吊装验算
DtlRC_MpcAuditBeam	梁钢筋校审
DtlRC_MpcAuditCol	柱钢筋校审
DtlRC_MpcAuditWall	墙钢筋校审
DtlRC_MpcStatFloorSteel	本层钢筋用量
DtlRC_MpcAutoStatSteel	全楼梁柱墙钢筋用量
stdSlab_DrawMethod	图层设置
StdSlab_TrussBarRev	当前楼层清除板底配筋
StdSlab_TrussSet	叠合板参数
StdSlab_NewTruss	新建叠合板
StdSlab_DrawTruss	绘制叠合板
StdSlab_OpenDGJTruss	打开旧图
dtlPcG_WallElev	新建预制墙
yjkLT_SetLTLayer	楼梯图层设置
yjkLT_DrawNew	清除当前数据并重绘新图
yjkLT_DrawPrecastNew	清除当前数据并重绘新图
yjkLT_LTPingMian	一般现浇楼梯施工图平面注写
yjkLT_LTPingMianPre	预制楼梯施工图平面注写
yjkLT_LTPouMian	一般现浇楼梯施工图剖面注写
yjkLT_LTPouMianPre	预制楼梯施工图剖面注写
yjkLT_LTSteel	一般现浇楼梯施工图配筋注写
yjkLT_LTSteelPre	预制楼梯施工图配筋注写
yjkLT_LTSteelPrePara	预制楼梯参数化施工图配筋注写
yjkLT_LTLibSteelPrePara	预制楼梯参数化施工图配筋注写
yjkLT_PreStairDraw	绘图
yjkLT_PreStairDetail	节点详图
yjkLT_CalSet	楼梯参数设置
yjkLT_PreStairSet	预制楼梯参数设置
yjkLT_DimMove	移动平台梁梯柱及钢筋等的标注
yjkLT_SizeDimMove	移动尺寸的标注
yjkLT_SteelStat	统计本层楼梯用钢量
yjkLT_AllSteelStat	统计全楼楼梯用钢量
yjkLT_PreStairBarSta	本层预制楼梯清单统计
yjkLT_SelCalDoc	计算所选楼梯并输出计算书
yjkLT_LiftCalcDoc	本层楼梯吊装验算结果输出
dtlrc_DimCom_Dais	交互标注构件尺寸或删除构件尺寸
dtlrc_JCWBaseDrawSetDlg	总参数
dtlrc_JCWBaseDrawSet	参数设置
dtlrc_JCWBaseDrawSet_MT	参数设置
dtlrc_DrawSetTab	参数设置一览表
DtlRC_SetLayerJC	底图设置
dtlrc_DrawMethod	图层设置
dtlrc_SectDrawMethod	剖面图图层设置
dtlrc_read	重新读取基础计算数据，并新绘底图
dtlrc_JCPlanNew	重新读取基础计算数据，绘制底图，并删除旧的基础施工图
dtlrc_JCPlanOld	保留配筋修改，板区分割等信息，绘制底图
dtlrc_JCWBaseDetail	批量绘制风电基础施工图
dtlrc_JCWBaseDetail_MT	批量绘制风电基础施工图
dtlrc_JCWBaseBar3D	三维钢筋
dtlrc_JCWBaseBar3D_MT	三维钢筋
dtlrc_JCOldPlan	如果没有重读数据，只是打开旧的基础施工图进行编辑；如果重读数据，比较新旧模型，尽量保留旧的基础施工图
dtlrc_JCOldPlan2NewPro	重新读取基础计算数据和模型数据，比较新旧模型，尽量保留旧的基础施工图
dtlrc_JCBanQuPlan	板区显示
dtlrc_JCBanQuEdit	板区划分
dtlrc_JCBanQuUndo	撤销上一次分割
dtlrc_JCBanQuRev	恢复初始的板区划分
dtlrc_JCBanQuSet	板区设置
dtlrc_JCBanDaiW	板带宽度设置
dtlrc_JCRaftLab	标注筏板
dtlrc_JCDaisLab	标注承台
dtlrc_JCDujiLab	标注独基
dtlrc_JCDiLiangLab	标注地梁
dtlrc_JCLaLiangLab	标注拉梁
dtlrc_JCTiaojiLab	标注条基
dtlrc_JCColPierLab	标注柱墩
dtlrc_JCPileLab	桩
dtlrc_JCEditGJ	修改钢筋
dtlrc_JCEditLabPos	标注换位
dtlrc_JCMoveLab	标注移动
dtlrc_JCBuQiang	手工布置补强钢筋或删除补强钢筋
dtlrc_JCDelBuQiang	批量删除补强钢筋
dtlrc_JCModifyNameBuQiang	批量改名与归并
dtlrc_JCBuQiangLenth	批量调整补强钢筋长度
dtlrc_JCBuQiangArc	批量调整补强钢筋角度
dtlrc_JCModifyName	基础构件名称修改
dtlrc_AddRange	增加区域补强
dtlrc_EditRange	编辑区域补强
dtlrc_DelRange	删除区域补强
dtlrc_JCQRect	独基、承台、地基梁、拉梁、条基剖面图
dtlrc_JCQRectDIY	筏板剖面图
dtlrc_DrawOption	显示开关
dtlrc_JCPJArea	面积显示
dtlrc_JCSearch	构件查找
dtlrc_JCCalcGJ	钢筋统计
dtlrc_JCBar3D	三维钢筋
DtlRC_JCRaftCrack	裂缝图
DtlRC_JCPilePlan	桩位图
dtlrc_DrawTongJin	绘制通筋
dtlrc_DelTongJin	删除通筋
dtlrc_DrawTab	独基、承台配筋一览表
ShowHideProperty	隐藏/显示属性框
ShowHideToolWnd	隐藏/显示工具窗口
ShowHideCommandLine	隐藏/显示命令行
OnNewFile	新建
noop	空操作
yjkspre_etabs</Command>
      </MenuMacro>
      <MenuMacro UID="ID_DLKM">
        <Command>yjkspre_midas</Command>
      </MenuMacro>

      <MenuMacro UID="ID_DLKMM">
        <Command>yjkdesign_dsnmidas</Command>
      </MenuMacro>
      <MenuMacro UID="ID_DLKC">
        <Command>yjkdesign_dsnctrl</Command>
      </MenuMacro>
      <MenuMacro UID="ID_addpstdef">
        <Command>prec_addpstdef	预应力筋模板定义
prec_addpstent	梁上布置预应力筋
prec_copypstent	复制梁预应力筋
prec_editPstEnt	编辑梁预应力筋线形
prec_copypstatt	预应力筋属性刷
prec_delpstent	删除预应力筋布置
prec_editXuanJin	编辑梁实配钢筋
prec_lockXuanJin	锁定实配钢筋
prec_unlockXuanJin	解锁实配钢筋
prec_pstPm	绘制预应力平面图
prec_pst3dModel	绘制预应力3D图
prec_calpst	对全部预应力筋计算
prec_calpstFlr	对本层预应力试算
prec_mom3D	三维内力
prec_drawPstMom	预应力筋损失及等效荷载
prec_drawPstBeam	预应力梁验算结果
prec_pstresultBook	计算书
prec_pstLineSGT	预应力筋束形图
prec_pstentcount	预应力筋数量统计
prec_pstCheckRst	预应力设计校核
prec_pstworkexplorer	工作面板
prec_pstconfig	设计参数
_PWall	导入
_WN_ToSlab	其他信息
_WN_ToBeam	其他信息
_WN_ToWall	其他信息
_PWallDelgt	其他信息
